randomstate,svd,cholesky
2914097,15749186,2914097
12000020,12812550,10507293
30183,8755785,7937462
10576365,18006496,18006496
2282133,9627755,9593911
49750,2282133,9593911
1326258,6442769,23395680
2866718,10637766,30183
22918050,14061955,14061955
4502507,9520360,2914097
17347389,8492825,11387515
14290364,8492825,2767052
8490112,24765,24765
51738,693208,1326258
22918050,13414446,14061955
13104080,13104080,12000020
39988,12000020,9627755
7937462,7747374,9520360
18006496,18006496,14290364
23395680,22918050,13206900
9520360,7791997,11870085
345627,12127750,6931356
14290364,12000020,7631105
14290364,10576365,15749186
4502877,4502507,23395680
1162543,561456,1162543
2914097,51738,693208
2914097,14061955,10637766
4502507,9593911,4502507
2866718,12578077,22918050
1217100,7937462,2914097
18335634,20613470,15749186
7864437,12127810,12127810
38709,15749186,10576365
9593911,6527740,17347389
6442769,18335634,12812550
9593911,12127810,11387515
17347389,22918050,7937462
10637766,8755785,8755776
693208,119324,23395680
22232,2914097,2802316
9627755,12127810,12812550
8306857,13414446,11870085
693208,2866718,8755776
10576365,6482837,13047090
12000020,51737,23395680
9593911,1326258,30183
12000020,8492825,17347389
14290364,7937462,14290364
9961796,23437156,22232
2866718,2866718,15749186
693208,2914097,693208
693208,119324,2767052
18460392,14290364,39988
15749186,119324,23395680
23395680,7937462,24765
23395680,20613470,14290364
17878931,10576365,2767052
24765,24765,14290364
9961796,9627755,16101128
12578077,10637766,12000020
23395680,9961796,9961796
13206900,7937462,7937462
7937462,10637766,10637766
12000020,119324,15749186
99561,2914097,256683
15749186,23395680,13206900
12812550,12000020,51737
18335634,4502877,16101128
7937462,13104080,693208
12812550,18635016,9593911
693208,12000020,30183
119324,16101128,15749186
9593911,9593911,345627
8709527,345627,22628
7747374,14290364,9627755
12578077,17347389,693208
13047090,14290364,2767052
9520360,7937462,693208
18006496,22232,13335037
9520360,10194157,23395680
2866718,9961796,12812550
22918050,13047090,693208
14290364,13104080,6931356
13047090,8755785,15749186
6442769,11870085,15749186
23395680,51738,39988
15749186,119324,119324
9593911,99561,13047090
2866718,12000020,119324
12578077,12127750,9520360
9593911,9961796,51737
45978,18635016,693208
14061955,2866718,693208
6442769,20613470,9593911
17347389,22232,12000020
9520360,7631105,9520360
4268157,10576365,693208
9520360,7631105,12000020
18460392,99561,2914097
18635016,22918050,13104080
10637766,8492825,256683
693208,693208,693208
12812550,45978,12000020
10637766,22918050,7937462
22232,7937462,693208
9961796,18460392,2767052
18460392,4502507,9520360
12812550,11387515,11387515
15717943,18635016,18635016
22328546,7740152,7740152
14290364,17347389,12812550
9593911,99561,4502877
6442769,2914097,17675462
15749186,18460392,3777732
30183,4502507,9593911
10576365,256683,12812550
22232,22232,14061955
9627755,10637766,10637766
9593911,1217100,2914097
8306857,8306857,51737
30183,23395680,1326258
6931356,18006496,16068905
7937462,2914097,2914097
12000020,45978,51738
13047090,119324,9627755
22918050,22918050,22918050
256683,693208,693208
9593911,22918050,30183
15749186,18335634,15749186
17878931,38709,693208
22918050,22918050,9593911
17347389,4268157,4268157
23395680,49750,2767052
12000020,7631105,20613470
9520360,9520360,11387515
9520360,7937462,693208
23395680,9961796,7937462
13414446,22232,9627755
10507293,9520360,13414446
2866718,14061955,345627
6482837,9593911,13206900
18460392,9520360,15745753
18460392,18460392,15749186
11387515,18006496,15749186
23437156,17347389,9593911
15749186,10576365,12812550
39988,9961796,12000020
8709527,18006496,9593911
10576365,12000020,1217100
17878931,14290364,39988
14290364,119324,2767052
10576365,6527740,17347389
9961796,12000020,13104080
2914097,12000020,6148028
9593911,2914097,4502877
345627,12812550,13335037
13206828,2802316,10637766
18710190,6936382,693208
9593911,15717943,4502877
4502877,13206900,15749186
18460392,9520360,693208
22918050,9593911,2767052
12000020,13104080,22232
7937462,9520360,30183
13414446,9593911,13104080
9593911,30183,15749186
8492825,7937462,9961796
6931356,15749186,12812550
18006496,22918050,22232
119324,17347389,14290364
12000020,13104080,9593911
6567017,2866718,2767052
4502507,7937462,9520360
24765,2914097,2914097
8755785,51738,12000020
2866718,2866718,3777732
11387515,4502877,7747374
45978,693208,9961796
13206900,5996153,12000020
22918050,9627755,256683
6527740,6482837,5996153
12000020,12578077,15749186
6527740,18006496,2802316
1162543,9520360,7747374
17347389,4502507,17347389
2914097,4502877,51738
8492825,6931356,2866718
439288,12000020,13206828
2914097,4502507,2914097
12812550,13047090,13047090
693208,14290364,4502877
7937462,7631105,9520360
22232,17347389,22232
10576365,24768,9593911
4268157,9520360,2914097
14290364,693208,2914097
13104080,2914097,7937462
2802316,17878931,17878931
9593911,345627,9520360
17675462,6931356,23395680
256683,6527740,17878931
2866718,7747374,12812550
1217100,693208,693208
2866718,693208,693208
51737,17347389,693208
9593911,9593911,7740152
13047090,15717943,2767052
10576365,9593911,16248068
12000020,24765,12000020
345627,13206900,2767052
22918050,20613470,15749186
22328546,14290364,15749186
23437156,119324,13104080
8709527,51737,10194157
6752378,9961796,15749186
14290364,99561,693208
7896527,9593911,2866718
11387515,2802316,345627
23437156,9961796,12000020
22918050,10637766,22918050
13414446,15749186,345627
18335634,693208,45978
9593911,9627755,7747374
8755785,13047090,13047090
18006496,22328546,9961796
7937462,7937462,119324
119324,10576365,9627755
4502507,9520360,9520360
693208,24765,693208
2866718,7631105,15717943
6527740,1326258,14290364
9520360,1326258,9520360
7740152,23395680,6567017
7740152,7747374,9520360
17675462,7937462,14290364
18006496,8755785,1326258
9627755,9520360,256683
18635016,22232,2914097
2866718,13047090,1326258
8709527,30183,15749186
9520360,1217100,1217100
51737,14290364,693208
18460392,15749186,9593911
7740152,345627,1217100
13104080,14061955,7937462
24770,24765,693208
1326258,7791997,7791997
18006496,16101128,22918050
17347389,439288,7937462
99561,22232,2914097
13206828,15749186,10637766
24770,14290364,22918050
23395680,1217100,7747374
9593911,9627755,15749186
12000020,345627,693208
18006496,18635016,17347389
22232,18460392,693208
9961796,9961796,6931356
693208,119324,23395680
7896527,9627755,9961796
22232,10637766,10637766
7631105,18635016,10576365
9520360,45978,693208
49750,9520360,9593911
9961796,10576365,2767052
693208,693208,2767052
9593911,9627755,23395680
13104080,12812550,13104080
13206828,15749186,9627755
18006496,17347389,22918050
12000020,18635016,693208
13206828,12000020,12000020
7791997,18460392,15745753
7090447,693208,45978
9520360,7747374,9961796
45978,51738,45978
12000020,4502507,4502877
18006496,13414446,2866718
14290364,8709527,1326258
2866718,6931356,15749186
2282133,2282133,13206760
13047090,9520360,119324
14061955,6567017,51738
6527740,17878931,693208
18460392,2282133,18460392
9627755,18006496,10637766
51738,15749186,13047090
345627,39988,18335634
18006496,14290364,51737
10576365,9961796,2767052
9593911,18335634,693208
14290364,4268157,9593911
18006496,13047090,51737
24768,14290364,7747374
15749186,693208,15749186
18335634,39988,23437156
23395680,9961796,2767052
18335634,13414446,18460392
30183,2866718,2767052
9520360,7631105,9520360
10637766,119324,2767052
10637766,13104080,15749186
18335634,8492825,1326258
9593911,24765,9520360
14290364,2914097,18006496
51738,51738,22918050
24768,18460392,7735333
51737,6482837,18635016
18635016,18635016,2914097
51737,51737,18460392
12127750,561456,693208
6482837,14290364,23395680
9520360,9520360,9520360
20613470,9593911,9520360
9520360,4502877,9520360
51738,15749186,2767052
14290364,14290364,14290364
18460392,24770,20613470
13047090,13104080,23395680
30183,9593911,23395680
452306,16068905,693208
22232,20613470,20613470
693208,30183,7631105
7740152,14290364,15749186
22232,9593911,2914097
2802316,51738,15717943
119324,12000020,15749186
9520360,561456,9520360
8755785,17675462,5996153
23437156,12812550,14290364
9627755,45978,51738
15749186,12812550,11870085
22328546,7864437,7896527
6482837,7090447,11387515
23395680,6931356,9593911
7937462,9520360,2914097
15717943,18692431,10637766
23395680,13414446,12000020
23395680,15749186,4268157
10637766,119324,23395680
4268157,693208,2767052
10576365,22918050,9961796
22328546,9593911,23437156
15749186,4502507,15749186
24768,12812550,2767052
2866718,1326258,12127750
9961796,24770,12000020
7864437,7937462,18635016
7740152,10637766,7740152
8755785,14290364,14061955
4502507,11235712,9520360
693208,99561,20613470
10637766,17878931,10637766
7937462,7631105,12000020
14061955,10576365,22232
561456,7937462,9593911
12127750,10429045,10194157
14061955,13104080,15749186
2914097,18006496,22918050
22918050,13047090,7631105
9627755,14061955,13104080
13047090,14290364,1326258
4502877,15749186,18006496
9627755,22328546,15749186
9627755,2914097,28187
23395680,12000020,10576365
4502877,6931356,15749186
13206900,6527740,8306857
12000020,12000020,17878931
24765,6527740,24765
10576365,22232,1326258
15749186,8492825,23395680
22232,9520360,9520360
693208,12812550,345627
10637766,22328546,10194157
12578077,13047090,12000020
15749186,256683,2767052
51738,17347389,17347389
13104080,22918050,2767052
7631105,9520360,1217100
11387515,6527740,15749186
18635016,2802316,693208
693208,18460392,15749186
7740152,14061955,10637766
9520360,9520360,13414446
119324,39988,13104080
14061955,15749186,7090447
23395680,51737,4502507
7937462,13047090,1326258
7747374,15749186,23395680
22232,14290364,15749186
9520360,18635016,9593911
13414446,693208,12812550
693208,14290364,13104080
1326258,12000020,12000020
13047090,119324,2866718
7937462,13104080,2767052
2802316,12000020,2767052
2914097,693208,2914097
16248068,1326258,11870085
24765,10637766,24765
12000020,14290364,15749186
2802316,51737,12812550
12812550,9961796,13104080
12000020,2914097,12000020
14290364,13047090,51737
24765,7735333,2767052
1217100,22918050,12812550
12000020,15749186,12000020
7631105,2866718,7747374
24768,10637766,119324
256683,1326258,693208
51737,9593911,15749186
119324,119324,14290364
12127810,12127810,12000020
15749186,23437156,18460392
15749186,15749186,18635016
51737,18335634,30183
7896527,12578077,14290364
2866718,1326258,693208
22918050,9520360,12000020
14290364,9593911,14290364
9520360,24765,9520360
18006496,17675462,2767052
12000020,15749186,119324
8755776,17347389,7631105
18460392,7631105,23395680
2914097,12127750,2914097
17347389,23395680,15749186
9593911,14290364,14290364
17878931,2914097,693208
41865,7740152,345627
9593911,14290364,9593911
23395680,11387515,11387515
15749186,51737,13104080
8492825,22232,9593911
18460392,9593911,2767052
8709527,2866718,15749186
6567017,693208,2866718
18006496,12127750,14290364
12000020,12000020,12000020
2914097,13414446,39988
9961796,20613470,20613470
693208,12812550,9593911
14061955,16101128,8306857
4502507,22918050,13414446
5996153,13047090,345627
7791997,4502877,11870085
2914097,15749186,15749186
17675462,18460392,2282133
693208,15749186,23437156
10637766,18635016,10576365
4502507,4502507,256683
693208,22232,2914097
17347389,8306857,18460392
9593911,7735333,2767052
18335634,51737,9961796
2866718,2914097,51738
13414446,15749186,15749186
7937462,8709527,12000020
51738,15749186,18635016
256683,119324,8755785
12812550,13414446,693208
6442769,2866718,11387515
10576365,119324,693208
24765,13104080,2767052
13047090,7631105,9520360
13047090,8492825,2866718
7631105,9627755,7631105
8492825,9520360,1217100
9593911,13104080,693208
15717943,17347389,15749186
8755776,15749186,24765
10637766,693208,693208
12000020,10637766,6567017
17347389,12127810,8755785
12000020,22232,9520360
8755785,18006496,39988
18635016,693208,22328546
7791997,9520360,38709
1217100,2914097,4502877
10637766,8709527,9593911
6442769,12000020,9520360
2866718,8492825,22232
15749186,11387515,15749186
24768,17347389,2866718
7631105,2914097,2914097
693208,12578077,7937462
22232,13206900,4502877
1582996,119324,17347389
345627,12127750,693208
9520360,3975774,9593911
7747374,6442769,7747374
9520360,7937462,2767052
4502507,4502507,10637766
14061955,9593911,24765
18335634,8755785,2767052
9593911,2282133,693208
2914097,10637766,6567017
39988,439288,119324
23395680,12000020,12000020
7090447,12000020,12000020
12812550,13104080,9627755
13047090,14290364,20613470
51738,7631105,51737
693208,9593911,23395680
9593911,17347389,12812550
4502507,23395680,15749186
23395680,693208,7864437
12000020,6567017,2767052
8492825,13047090,6931356
2914097,2914097,17347389
12000020,693208,6442769
256683,9593911,9593911
14061955,12127750,9593911
12000020,24765,13414446
1326258,2914097,11614718
22918050,99561,1217100
6527740,10637766,2866718
4502507,4502507,15749186
1326258,6931356,12000020
23395680,23395680,23395680
2802316,23437156,23437156
13206900,9593911,2282133
14290364,693208,14290364
1217100,7937462,7937462
12000020,4502877,15749186
24765,13047090,11387515
693208,10576365,6148028
17878931,6482837,12812550
12578077,4502877,693208
9520360,11614718,14290364
8306857,9627755,15749186
693208,7631105,256683
18335634,9593911,9593911
6527740,18006496,23395680
693208,39988,8306857
2914097,22918050,51737
17878931,12812550,8755785
22918050,6442769,6442769
23437156,23395680,12000020
9627755,8709527,51737
18006496,7631105,13047090
4502507,4502507,119324
1217100,7937462,9593911
12578077,15749186,2767052
9593911,561456,7747374
4268157,13414446,693208
9520360,1217100,22232
8490112,2802316,8709527
18006496,22918050,20613470
51738,15749186,7937462
17878931,18006496,15749186
2866718,2866718,13206900
8755785,14290364,693208
2914097,22232,7791997
10637766,12000020,693208
9520360,10576365,119324
4502877,16248068,693208
14290364,9627755,12812550
13206828,6936382,2767052
1326258,30183,15749186
9593911,22232,2914097
18460392,4502877,6936382
10637766,4268157,12000020
693208,18335634,4502877
7747374,23395680,7864437
13104080,2866718,18006496
12812550,11614718,14290364
17878931,22918050,45978
4268157,18006496,2767052
9961796,7896527,11387515
2866718,4502507,51737
18335634,12000020,693208
11387515,1326258,11387515
6304335,9593911,2767052
12127750,256683,28187
15749186,14290364,10637766
345627,6936382,14290364
7937462,4502507,8492825
11614718,13414446,10576365
15717943,6752378,15749186
15749186,693208,15749186
13047090,13047090,15749186
22918050,18460392,9593911
693208,15749186,693208
23437156,693208,2767052
7937462,7631105,9520360
9593911,3236307,693208
693208,18460392,6442769
7631105,4502877,22918050
2914097,18335634,6936382
18460392,17878931,2914097
15749186,10576365,10576365
18335634,15749186,18006496
24765,693208,13104080
22328546,6527740,693208
256683,10637766,2914097
23395680,23395680,9520360
17347389,9593911,10507293
15749186,16101128,10576365
693208,693208,13047090
6442769,22232,2767052
7747374,693208,693208
12000020,13104080,15749186
4502507,693208,9593911
10194157,693208,9593911
4268157,4268157,4268157
693208,22232,15749186
22232,22328546,14061955
13104080,22918050,8755785
15749186,18335634,15749186
12127810,119324,12000020
119324,10637766,23395680
15749186,6931356,15749186
561456,7740152,9593911
18335634,39988,2914097
12127810,14290364,18006496
345627,14290364,2282133
18635016,7937462,15749186
17675462,28194,13104080
2866718,7631105,10637766
2282133,12578077,7791997
7864437,15717943,12812550
7864437,39988,12812550
15717943,14290364,18635016
14290364,12000020,23437156
9627755,2914097,7864437
7631105,10637766,15749186
2914097,256683,2914097
18006496,22918050,7747374
10637766,12127750,15717943
23437156,51738,4268157
39988,8709527,9593911
9593911,12812550,17878931
45978,12000020,8709527
15749186,15749186,18006496
23395680,30183,693208
8709527,13206828,12812550
12812550,15749186,14290364
119324,22918050,2914097
9593911,7937462,2767052
18460392,7631105,1217100
4502877,7171637,693208
18006496,18335634,693208
22328546,17878931,18006496
9520360,693208,10576365
15749186,15749186,13047090
4268157,45978,13047090
15749186,13104080,39988
9593911,3975774,9520360
6442769,8492825,9593911
6752378,22918050,51737
345627,13047090,2866718
17878931,28194,15749186
23395680,1326258,2914097
15749186,24765,6931356
2914097,15749186,15749186
12000020,1326258,14290364
51737,13206900,12000020
22918050,22232,14290364
9520360,9520360,4502507
9593911,7937462,14290364
1326258,561456,22918050
1162543,345627,16248068
693208,13104080,10194157
22918050,17347389,11387515
15749186,12000020,45978
22918050,7631105,28194
9593911,13104080,15749186
9593911,13104080,345627
2802316,14061955,1326258
23395680,1582996,9593911
38709,17347389,693208
9520360,13414446,9520360
12812550,9627755,15749186
9627755,9627755,9627755
4502507,9520360,2767052
8755785,1326258,10576365
23437156,14290364,14290364
7937462,7937462,2914097
9593911,7747374,23395680
12000020,12000020,9520360
7896527,8755785,2767052
9520360,7631105,6567017
10637766,10576365,9627755
23395680,11387515,2767052
9520360,1217100,9593911
7631105,13206828,693208
693208,4268157,7747374
1162543,7791997,8492825
18692431,18460392,15749186
693208,561456,22232
8492825,7747374,10637766
5996153,12812550,15717943
12000020,7937462,8490112
119324,51738,30183
2914097,9593911,7937462
23437156,14061955,14290364
14290364,15749186,15749186
3975774,18460392,345627
18335634,51738,10637766
10576365,14061955,10637766
18460392,9593911,9627755
18335634,2914097,18460392
51737,11387515,14290364
9593911,9593911,693208
1217100,13047090,693208
9593911,22328546,17347389
7740152,10637766,22918050
6527740,14061955,10637766
9520360,23395680,11870085
16143347,2866718,24765
11235712,9593911,9520360
2914097,13414446,24770
1326258,119324,11387515
12127750,3975774,7740152
4502507,13414446,4502877
17878931,12127810,38709
51737,14290364,8492825
24765,4502507,693208
15749186,1326258,16101128
23395680,2914097,18692431
693208,119324,15749186
9627755,256683,9593911
12578077,15717943,7631105
7937462,13047090,9593911
7631105,9520360,4502507
22918050,22232,12000020
45978,14061955,7090447
13104080,693208,23395680
51738,22918050,9627755
6527740,14061955,11387515
22918050,22918050,7747374
51738,15749186,12000020
45978,18335634,9593911
693208,23395680,2767052
22918050,10576365,12127810
18460392,24768,8709527
3236307,6752378,693208
2914097,18635016,9593911
13206900,10637766,15749186
16248068,2914097,7937462
22232,439288,22232
24770,14290364,2767052
1326258,24765,18335634
1217100,1217100,9593911
2914097,23395680,22232
17878931,9593911,9593911
9627755,119324,15717943
7747374,4502507,17878931
7937462,7937462,9593911
7864437,7631105,6752378
22232,2914097,345627
10507293,119324,256683
10507293,1217100,12812550
12000020,9627755,15749186
15749186,10429045,23395680
7937462,12812550,7090447
10637766,13047090,15749186
9593911,9593911,693208
119324,22918050,6148028
22232,17878931,2914097
10576365,10576365,12812550
6442769,99561,693208
11387515,10637766,693208
49750,345627,24765
9520360,119324,8306857
11387515,9627755,9627755
18006496,22918050,23395680
18635016,2120932,13414446
9961796,8492825,10576365
14290364,12000020,20613470
18460392,9593911,14290364
2914097,24768,23437156
6931356,8492825,20613470
12127810,9593911,22918050
6931356,12812550,10576365
11387515,4502507,45978
6442769,30183,23437156
6482837,1217100,10637766
7631105,1217100,17878931
15749186,693208,12812550
30183,12000020,693208
6442769,9593911,6442769
10637766,10637766,4502877
2914097,7896527,9593911
15749186,15749186,15749186
7631105,6527740,256683
15749186,51738,8709527
8755785,15749186,22232
8709527,9593911,693208
12812550,15749186,24768
9627755,14290364,15749186
119324,10576365,17675462
10194157,2866718,14290364
12578077,8709527,7864437
45978,28194,22232
693208,1326258,2767052
23395680,8755785,9593911
693208,693208,9593911
7937462,22918050,7937462
13206900,23395680,10637766
10637766,18460392,9593911
24765,7631105,256683
14290364,14061955,693208
9520360,9961796,9520360
18460392,10576365,2914097
9961796,51738,9627755
9593911,12000020,12000020
18335634,15749186,39988
15749186,15749186,12812550
9961796,13414446,13414446
51737,2914097,2914097
18006496,7747374,7747374
8755785,17347389,23395680
18006496,9961796,18006496
15717943,51737,51738
24765,9520360,24765
22232,4502877,17347389
3777732,7631105,9520360
22918050,9593911,51737
11614718,14290364,15717943
17347389,18006496,51737
8709527,14290364,693208
14290364,2866718,345627
693208,6527740,2767052
22918050,30183,13414446
18635016,693208,2767052
13047090,9593911,9593911
2866718,7937462,693208
7631105,7740152,12000020
18335634,10576365,6567017
23395680,7631105,9520360
10637766,11387515,4502507
14061955,11387515,119324
14290364,8306857,2282133
8490112,18460392,24765
10637766,7631105,7740152
7864437,10576365,15745753
10576365,6936382,8306857
13414446,51738,14290364
256683,256683,8755785
22918050,1582996,693208
99561,22232,6442769
23395680,9627755,2767052
14290364,693208,693208
9593911,45978,7631105
9593911,6527740,24768
22232,10637766,30183
30183,30183,15749186
6442769,12000020,12812550
5996153,9593911,23437156
18635016,13104080,24765
693208,14290364,18006496
18692431,49750,693208
11387515,11387515,7090447
6442769,22232,9593911
9520360,4502507,11870085
9593911,4502507,693208
14290364,14290364,15749186
9627755,13047090,9627755
13047090,17347389,23395680
28194,4502507,256683
7937462,1326258,693208
8709527,2282133,8492825
12812550,693208,45978
12000020,14061955,14290364
22328546,119324,119324
7740152,18635016,22918050
17675462,7937462,693208
345627,3975774,1217100
9520360,1217100,9961796
24768,561456,6442769
6931356,6567017,30183
8492825,38709,13104080
10576365,14061955,8755785
13047090,7791997,12000020
7791997,2866718,6931356
1217100,9627755,30183
693208,693208,9520360
4502877,10637766,51737
693208,22232,51737
24770,13206900,693208
693208,49041,49041
4502507,18460392,2866718
51737,4502507,11870085
22232,9593911,13047090
693208,693208,4502877
119324,12127810,15717943
2866718,28194,51738
10507293,8709527,9593911
18635016,13104080,693208
693208,9593911,693208
23395680,22918050,9593911
6931356,8306857,11614718
1217100,22918050,9627755
345627,10637766,15749186
49750,4502877,22232
15749186,15749186,18635016
12000020,17347389,51737
2282133,12812550,6527740
